date,temp_max,temp_min,precipitation,rain,weather_code
2021-01-01,0.9,-4.4,9.4,2.7,75
2021-01-02,1.2,-1.6,7.1,0.9,75
2021-01-03,2.4,-0.2,3.3,0.0,73
2021-01-04,1.6,-4.4,0.0,0.0,3
2021-01-05,3.5,-4.4,0.1,0.0,71
2021-01-06,1.8,-2.5,0.0,0.0,3
2021-01-07,3.0,-0.2,0.0,0.0,3
2021-01-08,1.9,0.4,0.0,0.0,3
2021-01-09,1.6,-2.0,0.0,0.0,3
2021-01-10,-1.1,-3.2,0.0,0.0,3
2021-01-11,-1.3,-5.2,0.0,0.0,3
2021-01-12,4.5,-3.3,0.0,0.0,3
2021-01-13,6.8,-1.6,0.0,0.0,3
2021-01-14,4.9,-1.0,0.8,0.8,51
2021-01-15,3.3,-0.2,5.0,4.0,71
2021-01-16,3.3,-3.3,2.1,0.2,73
2021-01-17,1.4,-1.0,2.8,0.1,73
2021-01-18,-0.5,-4.2,0.4,0.0,71
2021-01-19,-1.4,-7.5,0.1,0.0,71
2021-01-20,-0.4,-9.5,2.3,0.0,75
2021-01-21,4.4,-3.0,0.0,0.0,2
2021-01-22,0.2,-9.7,0.0,0.0,3
2021-01-23,-0.2,-12.1,0.0,0.0,3
2021-01-24,2.3,-2.8,2.2,0.0,73
2021-01-25,0.6,-1.5,0.3,0.0,73
2021-01-26,-0.1,-1.1,15.6,0.1,75
2021-01-27,-1.1,-5.4,0.9,0.0,71
2021-01-28,-4.2,-13.9,0.0,0.0,3
2021-01-29,-1.3,-16.3,0.0,0.0,3
2021-01-30,1.0,-3.4,0.6,0.0,73
2021-01-31,0.1,-1.4,22.3,0.1,75
2021-02-01,0.3,-1.9,0.8,0.0,73
2021-02-02,-0.2,-5.8,0.0,0.0,3
2021-02-03,-1.7,-11.4,0.0,0.0,2
2021-02-04,1.2,-6.2,6.2,0.8,75
2021-02-05,0.6,-12.1,2.4,0.2,73
2021-02-06,-10.9,-17.7,0.9,0.0,73
2021-02-07,-12.1,-21.9,1.1,0.0,73
2021-02-08,-11.0,-20.5,1.1,0.0,71
2021-02-09,-10.2,-15.2,0.8,0.0,71
2021-02-10,-8.1,-16.1,0.7,0.0,71
2021-02-11,-5.4,-12.1,0.4,0.0,71
2021-02-12,-5.1,-11.2,0.7,0.0,71
2021-02-13,-10.0,-13.8,4.4,0.2,73
2021-02-14,-13.1,-20.2,0.2,0.1,71
2021-02-15,-8.0,-16.9,5.6,0.0,73
2021-02-16,-7.1,-12.0,10.0,0.1,75
2021-02-17,-8.3,-15.1,0.4,0.0,71
2021-02-18,-5.2,-9.6,1.1,0.0,71
2021-02-19,-5.7,-14.4,0.0,0.0,3
2021-02-20,-6.6,-18.8,0.0,0.0,3
2021-02-21,0.5,-10.1,0.4,0.0,71
2021-02-22,2.3,-2.8,4.7,1.8,73
2021-02-23,4.8,1.2,0.0,0.0,3
2021-02-24,5.2,-0.1,0.0,0.0,3
2021-02-25,2.5,-9.2,0.0,0.0,3
2021-02-26,3.5,-9.4,0.0,0.0,3
2021-02-27,10.4,-0.9,2.6,2.2,73
2021-02-28,12.3,2.8,0.9,0.9,51
2021-03-01,3.1,-5.4,0.0,0.0,3
2021-03-02,6.2,-9.1,0.0,0.0,0
2021-03-03,10.1,1.1,0.0,0.0,0
2021-03-04,2.3,-0.9,0.0,0.0,3
2021-03-05,6.2,-4.4,0.0,0.0,0
2021-03-06,3.9,-4.7,0.0,0.0,3
2021-03-07,7.9,-4.0,0.0,0.0,3
2021-03-08,16.5,5.1,0.0,0.0,3
2021-03-09,17.1,4.3,0.0,0.0,3
2021-03-10,19.0,11.1,0.3,0.3,51
2021-03-11,15.8,8.4,1.7,1.7,53
2021-03-12,8.4,1.9,0.0,0.0,3
2021-03-13,13.2,-1.6,0.0,0.0,3
2021-03-14,9.1,1.8,0.0,0.0,3
2021-03-15,3.0,-0.3,5.0,0.0,75
2021-03-16,3.5,-0.4,0.3,0.0,71
2021-03-17,3.9,-0.8,1.1,1.1,55
2021-03-18,5.1,2.2,18.1,18.1,63
2021-03-19,3.8,-0.9,0.0,0.0,3
2021-03-20,10.6,-1.7,0.0,0.0,0
2021-03-21,16.0,1.6,0.0,0.0,3
2021-03-22,18.5,6.3,0.0,0.0,3
2021-03-23,16.2,9.2,3.3,3.3,61
2021-03-24,15.6,10.6,7.0,7.0,61
2021-03-25,12.2,4.4,0.3,0.3,51
2021-03-26,4.4,1.6,9.6,9.6,61
2021-03-27,18.8,3.0,0.4,0.4,51
2021-03-28,14.2,4.0,2.0,2.0,53
2021-03-29,15.4,-1.9,0.0,0.0,3
2021-03-30,19.5,8.9,0.1,0.1,51
2021-03-31,12.4,1.3,0.4,0.4,51
2021-04-01,3.5,-3.3,0.1,0.0,71
2021-04-02,8.8,-4.8,0.0,0.0,3
2021-04-03,18.9,2.5,0.0,0.0,3
2021-04-04,19.0,4.1,0.0,0.0,2
2021-04-05,22.5,12.5,0.3,0.3,51
2021-04-06,26.5,13.1,0.0,0.0,3
2021-04-07,25.6,14.2,1.1,1.1,53
2021-04-08,18.2,12.6,13.7,13.7,63
2021-04-09,17.2,10.0,1.6,1.6,53
2021-04-10,14.9,7.0,8.6,8.6,61
2021-04-11,12.1,5.8,1.6,1.6,53
2021-04-12,16.7,8.7,1.8,1.8,53
2021-04-13,12.9,5.0,0.0,0.0,1
2021-04-14,10.6,1.9,0.0,0.0,3
2021-04-15,8.8,2.2,0.0,0.0,3
2021-04-16,8.1,3.8,0.0,0.0,3
2021-04-17,8.6,3.5,0.0,0.0,3
2021-04-18,16.2,1.0,0.1,0.1,51
2021-04-19,15.1,7.2,2.8,2.8,53
2021-04-20,7.8,2.3,2.8,0.1,73
2021-04-21,8.5,-1.6,2.6,0.8,73
2021-04-22,13.6,-1.2,0.1,0.1,51
2021-04-23,16.7,4.8,0.0,0.0,3
2021-04-24,13.2,8.6,1.5,1.5,53
2021-04-25,12.6,4.1,0.7,0.7,51
2021-04-26,24.1,3.3,0.0,0.0,3
2021-04-27,29.8,16.6,0.0,0.0,3
2021-04-28,27.4,7.1,0.8,0.8,51
2021-04-29,13.5,6.6,13.0,13.0,63
2021-04-30,13.4,6.1,0.0,0.0,3
2021-05-01,26.0,4.3,0.0,0.0,3
2021-05-02,28.0,15.9,0.1,0.1,51
2021-05-03,23.4,14.3,2.1,2.1,53
2021-05-04,19.5,9.8,4.0,4.0,61
2021-05-05,10.9,6.3,0.0,0.0,3
2021-05-06,10.0,6.8,6.8,6.8,61
2021-05-07,12.7,5.2,0.4,0.4,51
2021-05-08,9.1,2.7,0.0,0.0,3
2021-05-09,9.2,4.1,25.0,24.5,73
2021-05-10,8.3,3.9,0.4,0.4,51
2021-05-11,8.9,3.0,0.2,0.2,51
2021-05-12,13.2,3.7,0.0,0.0,0
2021-05-13,17.8,2.3,0.0,0.0,0
2021-05-14,19.5,6.5,0.0,0.0,3
2021-05-15,16.9,9.8,1.6,1.6,53
2021-05-16,20.7,9.3,0.0,0.0,3
2021-05-17,18.7,12.6,0.0,0.0,3
2021-05-18,23.4,13.3,0.3,0.3,51
2021-05-19,23.5,17.1,10.5,10.5,61
2021-05-20,28.4,18.4,0.0,0.0,3
2021-05-21,29.6,19.2,0.0,0.0,3
2021-05-22,30.5,17.5,0.2,0.2,51
2021-05-23,29.1,20.5,4.1,4.1,61
2021-05-24,30.4,13.1,2.7,2.7,61
2021-05-25,30.0,21.5,0.7,0.7,53
2021-05-26,27.5,18.2,3.9,3.9,53
2021-05-27,22.0,11.4,3.1,3.1,53
2021-05-28,12.9,7.6,18.7,18.7,63
2021-05-29,13.4,7.2,3.5,3.5,61
2021-05-30,17.9,6.3,0.0,0.0,3
2021-05-31,21.5,12.1,0.0,0.0,3
2021-06-01,22.1,9.1,0.5,0.5,51
2021-06-02,21.2,12.7,0.0,0.0,3
2021-06-03,28.0,11.4,0.0,0.0,3
2021-06-04,33.3,20.7,0.1,0.1,51
2021-06-05,33.2,19.9,0.0,0.0,3
2021-06-06,31.6,21.4,0.1,0.1,51
2021-06-07,27.0,21.8,22.9,22.9,63
2021-06-08,26.3,19.8,4.7,4.7,63
2021-06-09,27.3,19.9,1.3,1.3,51
2021-06-10,24.6,16.6,0.0,0.0,3
2021-06-11,28.2,18.8,0.0,0.0,3
2021-06-12,28.0,18.2,0.3,0.3,51
2021-06-13,26.0,18.5,0.5,0.5,51
2021-06-14,26.1,18.5,0.0,0.0,1
2021-06-15,22.6,16.5,0.0,0.0,3
2021-06-16,21.8,15.1,0.0,0.0,2
2021-06-17,33.2,14.4,0.0,0.0,2
2021-06-18,32.3,20.8,0.3,0.3,51
2021-06-19,33.4,21.3,0.2,0.2,51
2021-06-20,28.7,17.4,2.1,2.1,53
2021-06-21,26.1,18.1,12.5,12.5,63
2021-06-22,22.5,12.6,0.4,0.4,51
2021-06-23,25.8,16.3,0.7,0.7,51
2021-06-24,25.4,19.0,2.0,2.0,61
2021-06-25,26.5,20.9,43.0,43.0,63
2021-06-26,27.2,22.2,40.6,40.6,63
2021-06-27,28.0,22.0,6.1,6.1,63
2021-06-28,27.0,20.1,10.5,10.5,63
2021-06-29,28.1,22.2,12.0,12.0,63
2021-06-30,27.1,21.6,23.8,23.8,63
2021-07-01,25.9,17.0,1.3,1.3,53
2021-07-02,19.1,14.4,0.0,0.0,3
2021-07-03,29.6,13.6,0.0,0.0,1
2021-07-04,31.8,20.2,0.0,0.0,3
2021-07-05,32.5,21.7,0.0,0.0,2
2021-07-06,32.3,23.0,2.5,2.5,53
2021-07-07,29.5,22.4,1.1,1.1,51
2021-07-08,21.0,17.0,10.9,10.9,63
2021-07-09,21.9,15.1,0.1,0.1,51
2021-07-10,22.8,18.1,0.7,0.7,51
2021-07-11,21.0,18.6,29.4,29.4,63
2021-07-12,22.5,18.0,9.0,9.0,63
2021-07-13,25.1,19.5,29.2,29.2,63
2021-07-14,29.5,19.8,1.4,1.4,53
2021-07-15,25.7,22.5,6.5,6.5,61
2021-07-16,22.5,18.9,11.5,11.5,63
2021-07-17,21.1,18.0,0.3,0.3,51
2021-07-18,24.4,18.8,0.9,0.9,53
2021-07-19,25.3,18.1,0.0,0.0,0
2021-07-20,29.5,18.8,0.0,0.0,2
2021-07-21,21.5,18.1,0.2,0.2,51
2021-07-22,27.2,17.5,0.4,0.4,51
2021-07-23,30.1,22.0,1.9,1.9,53
2021-07-24,32.5,22.8,2.9,2.9,53
2021-07-25,31.5,21.6,0.9,0.9,51
2021-07-26,31.9,20.0,0.0,0.0,3
2021-07-27,33.2,21.7,0.0,0.0,3
2021-07-28,32.1,23.5,0.2,0.2,51
2021-07-29,31.0,24.0,0.1,0.1,51
2021-07-30,22.8,17.7,0.0,0.0,3
2021-07-31,27.1,15.2,0.3,0.3,51
2021-08-01,24.8,20.0,1.1,1.1,53
2021-08-02,23.8,16.7,0.5,0.5,51
2021-08-03,25.9,16.0,0.5,0.5,51
2021-08-04,27.4,17.2,0.0,0.0,1
2021-08-05,30.0,17.6,0.0,0.0,3
2021-08-06,27.4,20.2,6.7,6.7,55
2021-08-07,29.6,19.0,15.5,15.5,65
2021-08-08,30.6,23.9,1.0,1.0,53
2021-08-09,27.4,22.0,26.5,26.5,63
2021-08-10,32.2,21.7,16.8,16.8,65
2021-08-11,31.0,22.9,15.3,15.3,63
2021-08-12,31.8,22.0,3.8,3.8,61
2021-08-13,25.9,21.6,0.6,0.6,53
2021-08-14,24.5,20.2,0.0,0.0,3
2021-08-15,24.4,16.8,0.0,0.0,3
2021-08-16,24.3,17.0,0.0,0.0,2
2021-08-17,26.0,19.2,0.4,0.4,51
2021-08-18,26.1,21.6,6.5,6.5,63
2021-08-19,27.3,22.1,2.2,2.2,55
2021-08-20,28.0,22.1,0.5,0.5,51
2021-08-21,30.8,22.4,0.5,0.5,51
2021-08-22,26.3,21.7,0.6,0.6,51
2021-08-23,31.8,18.8,0.0,0.0,3
2021-08-24,32.6,22.4,3.3,3.3,53
2021-08-25,32.5,22.9,10.6,10.6,63
2021-08-26,28.4,23.0,20.1,20.1,65
2021-08-27,31.4,22.3,0.0,0.0,2
2021-08-28,32.1,23.5,5.3,5.3,63
2021-08-29,30.5,23.6,2.8,2.8,53
2021-08-30,27.6,19.2,0.0,0.0,3
2021-08-31,25.9,18.8,0.0,0.0,3
2021-09-01,24.0,20.3,0.3,0.3,51
2021-09-02,23.9,16.2,0.0,0.0,3
2021-09-03,24.9,16.9,0.0,0.0,3
2021-09-04,25.0,19.7,4.4,4.4,55
2021-09-05,27.3,16.0,1.0,1.0,53
2021-09-06,23.7,16.5,0.0,0.0,2
2021-09-07,30.6,18.5,16.5,16.5,65
2021-09-08,24.8,15.4,1.3,1.3,55
2021-09-09,21.3,14.6,0.1,0.1,51
2021-09-10,25.5,14.8,0.0,0.0,3
2021-09-11,30.3,18.5,0.0,0.0,3
2021-09-12,31.6,21.9,0.0,0.0,3
2021-09-13,31.1,20.1,0.0,0.0,3
2021-09-14,30.2,23.0,0.2,0.2,51
2021-09-15,23.6,16.4,0.0,0.0,3
2021-09-16,26.3,14.4,0.0,0.0,0
2021-09-17,31.1,17.5,0.0,0.0,1
2021-09-18,29.3,20.0,0.0,0.0,3
2021-09-19,28.5,18.3,0.3,0.3,51
2021-09-20,28.0,21.4,11.0,11.0,61
2021-09-21,23.1,18.0,15.4,15.4,63
2021-09-22,17.1,15.1,4.8,4.8,53
2021-09-23,17.9,11.8,0.0,0.0,3
2021-09-24,23.9,12.0,0.0,0.0,3
2021-09-25,21.9,10.3,1.5,1.5,53
2021-09-26,26.0,13.4,0.0,0.0,3
2021-09-27,29.7,18.5,0.0,0.0,3
2021-09-28,20.2,17.6,0.2,0.2,51
2021-09-29,24.1,13.9,0.0,0.0,3
2021-09-30,24.0,15.1,0.0,0.0,3
2021-10-01,28.4,16.3,0.0,0.0,3
2021-10-02,23.9,19.1,7.8,7.8,61
2021-10-03,23.4,18.6,26.4,26.4,63
2021-10-04,21.0,16.5,19.0,19.0,63
2021-10-05,18.4,15.9,1.4,1.4,53
2021-10-06,19.5,16.7,0.2,0.2,51
2021-10-07,22.6,17.9,19.6,19.6,63
2021-10-08,22.2,16.3,10.7,10.7,63
2021-10-09,24.2,15.5,2.6,2.6,61
2021-10-10,25.5,20.6,0.6,0.6,51
2021-10-11,23.9,20.5,10.4,10.4,63
2021-10-12,21.4,16.4,15.6,15.6,65
2021-10-13,21.6,13.5,1.3,1.3,53
2021-10-14,21.0,17.6,14.7,14.7,63
2021-10-15,17.6,12.4,1.1,1.1,55
2021-10-16,14.4,7.8,1.0,1.0,53
2021-10-17,17.5,6.9,0.0,0.0,1
2021-10-18,20.5,6.7,0.0,0.0,0
2021-10-19,19.9,11.1,0.0,0.0,3
2021-10-20,21.0,11.7,0.1,0.1,51
2021-10-21,18.5,10.2,2.0,2.0,53
2021-10-22,12.9,6.9,1.1,1.1,53
2021-10-23,12.3,6.6,0.0,0.0,3
2021-10-24,10.6,6.1,14.1,14.1,61
2021-10-25,10.9,9.9,47.5,47.5,65
2021-10-26,12.2,7.4,0.0,0.0,3
2021-10-27,11.6,5.8,0.0,0.0,3
2021-10-28,13.3,9.1,3.6,3.6,53
2021-10-29,12.9,12.1,25.4,25.4,63
2021-10-30,13.1,11.1,6.7,6.7,61
2021-10-31,11.9,7.4,0.0,0.0,3
2021-11-01,8.9,2.3,0.0,0.0,3
2021-11-02,7.4,0.6,0.0,0.0,3
2021-11-03,6.6,-0.6,0.0,0.0,3
2021-11-04,7.8,-0.8,0.0,0.0,3
2021-11-05,10.1,0.4,0.0,0.0,0
2021-11-06,13.4,2.7,0.0,0.0,3
2021-11-07,17.0,5.8,0.0,0.0,3
2021-11-08,17.2,8.8,0.0,0.0,3
2021-11-09,12.6,8.8,0.0,0.0,3
2021-11-10,12.6,7.2,0.0,0.0,3
2021-11-11,12.7,9.2,11.8,11.8,63
2021-11-12,8.8,2.1,0.7,0.6,71
2021-11-13,5.0,1.2,0.0,0.0,3
2021-11-14,3.4,1.2,4.0,0.8,75
2021-11-15,1.9,-2.9,0.8,0.0,71
2021-11-16,9.1,0.6,0.0,0.0,3
2021-11-17,15.7,7.3,8.6,8.6,61
2021-11-18,9.0,-0.1,0.0,0.0,3
2021-11-19,3.2,-3.5,0.0,0.0,3
2021-11-20,8.8,1.2,0.0,0.0,3
2021-11-21,11.5,1.5,0.3,0.3,51
2021-11-22,5.9,-4.8,0.0,0.0,2
2021-11-23,5.3,-5.6,0.0,0.0,3
2021-11-24,9.9,1.6,0.0,0.0,3
2021-11-25,9.1,0.6,4.2,4.2,55
2021-11-26,-0.2,-7.2,0.0,0.0,3
2021-11-27,4.4,-2.8,0.7,0.7,53
2021-11-28,2.5,-2.0,0.0,0.0,3
2021-11-29,3.7,-4.7,0.2,0.1,71
2021-11-30,8.8,-0.3,0.4,0.1,73
2021-12-01,9.4,1.5,0.4,0.4,51
2021-12-02,13.2,6.6,0.8,0.8,53
2021-12-03,7.9,3.0,0.5,0.4,71
2021-12-04,4.7,-1.0,0.0,0.0,3
2021-12-05,8.6,1.4,4.0,4.0,61
2021-12-06,5.9,-5.2,1.4,1.4,55
2021-12-07,-3.5,-9.9,0.0,0.0,3
2021-12-08,0.7,-5.8,0.0,0.0,3
2021-12-09,7.1,-3.1,0.0,0.0,3
2021-12-10,7.7,0.9,4.4,4.4,61
2021-12-11,14.4,1.9,17.8,17.8,63
2021-12-12,8.4,-0.2,0.0,0.0,3
2021-12-13,9.1,2.0,0.0,0.0,3
2021-12-14,10.1,-0.3,0.0,0.0,3
2021-12-15,17.6,8.2,4.9,4.9,63
2021-12-16,16.8,3.5,1.1,1.1,55
2021-12-17,2.7,-3.5,0.0,0.0,3
2021-12-18,4.1,1.6,7.2,4.7,75
2021-12-19,2.2,-2.5,0.0,0.0,3
2021-12-20,5.0,-1.8,0.0,0.0,3
2021-12-21,4.8,-1.9,0.0,0.0,3
2021-12-22,1.6,-7.2,0.0,0.0,3
2021-12-23,7.8,-3.8,0.2,0.0,71
2021-12-24,13.8,-0.9,0.0,0.0,3
2021-12-25,11.9,2.3,4.8,4.8,61
2021-12-26,4.7,-0.9,0.0,0.0,3
2021-12-27,9.9,2.4,11.1,11.1,63
2021-12-28,3.0,-1.5,10.1,2.1,75
2021-12-29,2.7,0.0,0.4,0.4,51
2021-12-30,2.8,0.4,2.9,0.0,75
2021-12-31,6.7,-0.4,0.0,0.0,3
